Source Node    	Target Node    	Interaction Source	Interaction Type
C22orf31	FGFBP2	Bayes	Directed
SASH1	PPARA	Bayes	Directed
SASH1	TRPS1	Bayes	Directed
SASH1	PLEKHG1	Bayes	Directed
MYOT	FRYL	Bayes	Directed
MYOT	Contig36931_RC	Bayes	Directed
MYOT	RNF130	Bayes	Directed
KIAA0408	TSHZ2	Bayes	Directed
HSG00510456	ACTG2	Bayes	Directed
HSG00510456	JPH2	Bayes	Directed
HSG00510456	MRGPRF	Bayes	Directed
HSG00510456	CNN1	Bayes	Directed
HSG00510456	AOC3	Bayes	Directed
HSG00510456	TPM2	Bayes	Directed
HSG00510456	FAM129A	Bayes	Directed
HSG00510456	TAGLN	Bayes	Directed
HSG00510456	VGLL3	Bayes	Directed
HSG00510456	FLNA	Bayes	Directed
HSG00510456	BMX	Bayes	Directed
HSG00510456	ACTA1	Bayes	Directed
RSE_00000567221	AK090518	Bayes	Directed
GPR65	CIITA	Bayes	Directed
GPR65	FYB	Bayes	Directed
NOTCH3	CARD10	Bayes	Directed
ITGB5	283278	Bayes	Directed
ITGB5	EYA2	Bayes	Directed
FGFR2	ELOVL5	Bayes	Directed
FGFR2	GPSM2	Bayes	Directed
FGFR2	MTMR10	Bayes	Directed
FGFR2	GM2A	Bayes	Directed
FGFR2	C1QTNF3	Bayes	Directed
FGFR2	TJP1	Bayes	Directed
HSS00139331	XM_211704	Bayes	Directed
SERP1	XBP1	Bayes	Directed
CLDN5	SLC2A1	Bayes	Directed
CRHBP	NPY	Bayes	Directed
PON2	GPR137B	Bayes	Directed
PON2	HADHB	Bayes	Directed
Contig26141_RC	SV2C	Bayes	Directed
CCL2	SAMD4A	Bayes	Directed
CCL2	IL1B	Bayes	Directed
CCL2	RNASE2	Bayes	Directed
DYNC1H1	AJ012492	Bayes	Directed
ANKRD43	AK093907	Bayes	Directed
ANKRD43	DDN	Bayes	Directed
SLC35D2	ENOSF1	Bayes	Directed
SLC35D2	Contig52960_RC	Bayes	Directed
SLC35D2	ANKRD13A	Bayes	Directed
SLC35D2	SLC25A21	Bayes	Directed
57580	VWA1	Bayes	Directed
EIF4A2	GPR155	Bayes	Directed
NM_138474	AK024877	Bayes	Directed
NM_138474	SMURF1	Bayes	Directed
NM_138474	55104	Bayes	Directed
NM_138474	AK094967	Bayes	Directed
NM_138474	AL353951	Bayes	Directed
hCT2314299	FTL	Bayes	Directed
hCT2314299	FTH1	Bayes	Directed
hCT2314299	FAM26B	Bayes	Directed
hCT2314299	FTHP1	Bayes	Directed
hCT1831218	NKX2-1	Bayes	Directed
PTAFR	KCNE3	Bayes	Directed
PTAFR	ITGB2	Bayes	Directed
PTAFR	HSS00212515	Bayes	Directed
PTAFR	TAGAP	Bayes	Directed
MDGA1	UBFD1	Bayes	Directed
CLCF1	Contig15012_RC	Bayes	Directed
YAP1	DSG3	Bayes	Directed
728278	Contig37764_RC	Bayes	Directed
ARMETL1	HSS00342343	Bayes	Directed
XM_208797	Contig39852_RC	Bayes	Directed
RELA	150166	Bayes	Directed
LGI4	PTHR1	Bayes	Directed
AK022111	hCG_1776259	Bayes	Directed
AK022111	AK000144	Bayes	Directed
AK022111	Contig33979_RC	Bayes	Directed
AK022111	Contig16786_RC	Bayes	Directed
AK022111	AK024118	Bayes	Directed
AK022111	AK021439	Bayes	Directed
58505	MRPL42	Bayes	Directed
58505	PLA2G4D	Bayes	Directed
58505	WDSOF1	Bayes	Directed
TRIB1	643449	Bayes	Directed
TRIB1	G0S2	Bayes	Directed
PLK4	BRCA2	Bayes	Directed
PLK4	CLDN3	Bayes	Directed
CH25H	CCL8	Bayes	Directed
645638	FAM20A	Bayes	Directed
645638	SLPI	Bayes	Directed
645638	FAM46A	Bayes	Directed
645638	TSKU	Bayes	Directed
645638	SLC26A7	Bayes	Directed
645638	SLC6A20	Bayes	Directed
645638	CLIC6	Bayes	Directed
645638	CYP3A5	Bayes	Directed
645638	PKP2	Bayes	Directed
NCAM1	USP54	Bayes	Directed
SLC5A3	GSTZ1	Bayes	Directed
KIAA1549	KIAA0774	Bayes	Directed
KIAA1549	AK055036	Bayes	Directed
KIAA1549	RAB15	Bayes	Directed
hCT1830713.2	XM_067014	Bayes	Directed
hCT1830713.2	KIAA1383	Bayes	Directed
VIP	TAC3	Bayes	Directed
VIP	130576	Bayes	Directed
B3GALT2	RXFP1	Bayes	Directed
B3GALT2	hCT1816274.1	Bayes	Directed
B3GALT2	GUCA1C	Bayes	Directed
B3GALT2	KCNK2	Bayes	Directed
B3GALT2	DIRAS2	Bayes	Directed
COX2	SP6	Bayes	Directed
COX2	Contig56619	Bayes	Directed
CLIC4	TMEM38B	Bayes	Directed
CLIC4	LBR	Bayes	Directed
CLIC4	MAGT1	Bayes	Directed
CLIC4	LRIG3	Bayes	Directed
CLIC4	RRBP1	Bayes	Directed
CLIC4	IQGAP1	Bayes	Directed
CLIC4	HSG00293624	Bayes	Directed
CLIC4	ELF1	Bayes	Directed
hCT1639942.2	HSPE1	Bayes	Directed
hCT1639942.2	TARS	Bayes	Directed
hCT1639942.2	HSPD1	Bayes	Directed
HLA-DRA	HLA-DMB	Bayes	Directed
HLA-DRA	NPC2	Bayes	Directed
RPL12	CEP250	Bayes	Directed
RPL12	TPM1	Bayes	Directed
RPL12	hCT1771897.1	Bayes	Directed
RPL12	NUSAP1	Bayes	Directed
FAM27L	MAP4K4	Bayes	Directed
FAM27L	C2orf18	Bayes	Directed
FAM27L	MBP	Bayes	Directed
FAM27L	TP53INP2	Bayes	Directed
HBG1	HBG2	Bayes	Directed
LRRC3B	CACHD1	Bayes	Directed
LRRC3B	HSS00289302	Bayes	Directed
hCT2270530	730259	Bayes	Directed
PCOLCE	EPPK1	Bayes	Directed
PCOLCE	KDR	Bayes	Directed
SLC7A9	BC034606	Bayes	Directed
SLC7A9	hCT29424	Bayes	Directed
ABI3	TNFAIP8L2	Bayes	Directed
Contig40744_RC	HSS00382992	Bayes	Directed
Contig40744_RC	HSS00041439	Bayes	Directed
Contig40744_RC	ZEB2	Bayes	Directed
Contig40744_RC	CCDC99	Bayes	Directed
PKD1L3	Contig26975_RC	Bayes	Directed
PKD1L3	HSS00051681	Bayes	Directed
PKD1L3	MAS1L	Bayes	Directed
PKD1L3	AL049355	Bayes	Directed
IL18	COL8A2	Bayes	Directed
FGFR1OP2	Contig20749_RC	Bayes	Directed
FGFR1OP2	THAP2	Bayes	Directed
CCDC110	153577	Bayes	Directed
NRP1	GNA14	Bayes	Directed
CSRP1	PLXNB1	Bayes	Directed
CSRP1	AL157463	Bayes	Directed
CSRP1	PHGDH	Bayes	Directed
CSRP1	NOTCH1	Bayes	Directed
SAMD10	ENST00000254720	Bayes	Directed
SAMD10	646508	Bayes	Directed
171582	GPR26	Bayes	Directed
171582	HCN4	Bayes	Directed
171582	146227	Bayes	Directed
A2ML1	CYP19A1	Bayes	Directed
FCF1	PDIA3	Bayes	Directed
PHYHD1	C1orf192	Bayes	Directed
PHYHD1	SEC14L2	Bayes	Directed
KCNS3	AK095145	Bayes	Directed
643008	DOCK5	Bayes	Directed
643008	SLC27A6	Bayes	Directed
SCN2B	PLA2G1B	Bayes	Directed
TULP3	WISP2	Bayes	Directed
TULP3	MCM10	Bayes	Directed
TULP3	Contig42711_RC	Bayes	Directed
NPY1R	FAP	Bayes	Directed
GLRB	IFIT1	Bayes	Directed
GLRB	NAP1L3	Bayes	Directed
GLRB	NETO1	Bayes	Directed
GLRB	hCT1971265	Bayes	Directed
GLRB	DRD1	Bayes	Directed
GLRB	XM_166919	Bayes	Directed
GLRB	PRPS2	Bayes	Directed
GLRB	hCT1651665.3	Bayes	Directed
APBB1IP	ITGB2	Bayes	Directed
APBB1IP	SYK	Bayes	Directed
CRYM	hCT16112.2	Bayes	Directed
CRYM	ZCCHC12	Bayes	Directed
CRYM	BC040975	Bayes	Directed
CRYM	SLC4A8	Bayes	Directed
IL20	hCT1963817.1	Bayes	Directed
GJD4	388199	Bayes	Directed
C15orf28	PPP1R16B	Bayes	Directed
C15orf28	AL832610	Bayes	Directed
C15orf28	HSS00131450	Bayes	Directed
C15orf28	AF456478	Bayes	Directed
HSS00178529	LRRC37A	Bayes	Directed
HSS00178529	LRRC37B	Bayes	Directed
HSS00178529	DND1	Bayes	Directed
HSS00178529	HSS00009365	Bayes	Directed
HSS00178529	342666	Bayes	Directed
HSS00178529	BRWD1	Bayes	Directed
HSS00178529	LRRC37A	Bayes	Directed
ANXA6	ENSA	Bayes	Directed
ANXA6	RAB6B	Bayes	Directed
AY007114	GTF2H2	Bayes	Directed
AY007114	SMN2	Bayes	Directed
LASS2	ADAMTS4	Bayes	Directed
LASS2	RNF130	Bayes	Directed
MOSPD2	C14orf167	Bayes	Directed
hCT2289034	PTMAP7	Bayes	Directed
BC041378	HSS00139219	Bayes	Directed
HSS00292323	HSS00013752	Bayes	Directed
E2F7	HSS00266902	Bayes	Directed
E2F7	SCGB3A2	Bayes	Directed
E2F7	INDO	Bayes	Directed
E2F7	C5orf38	Bayes	Directed
FAM153A	728334	Bayes	Directed
FAM153A	FAM153B	Bayes	Directed
TMC7	PTPRH	Bayes	Directed
TMC7	79962	Bayes	Directed
DPP6	ARL9	Bayes	Directed
DPP6	C6orf154	Bayes	Directed
DPP6	Contig17350_RC	Bayes	Directed
RUFY3	PTPRD	Bayes	Directed
hCT1644717.2	HSG00216233	Bayes	Directed
AK024852	AK000797	Bayes	Directed
Contig30032_RC	HSG00211261	Bayes	Directed
Contig30032_RC	THSD7A	Bayes	Directed
hCT1829755.2	XM_097741	Bayes	Directed
YIPF5	SLC6A6	Bayes	Directed
YIPF5	FNIP2	Bayes	Directed
AL162043	AK023395	Bayes	Directed
AL162043	AK057885	Bayes	Directed
PLD1	UNC5C	Bayes	Directed
PLD1	Contig51293_RC	Bayes	Directed
TAGLN	NEXN	Bayes	Directed
TAGLN	GJA5	Bayes	Directed
AL137569	728278	Bayes	Directed
hCT1769498.2	CFI	Bayes	Directed
PTPLAD1	RSL1D1	Bayes	Directed
PAX6	PHF21B	Bayes	Directed
PAX6	FXYD3	Bayes	Directed
OCA2	PKD2L1	Bayes	Directed
FABP3	ENST00000267130	Bayes	Directed
FABP3	hCT2266787	Bayes	Directed
LRP4	RFX4	Bayes	Directed
GIMAP7	CD34	Bayes	Directed
ARHGAP23	PCBP4	Bayes	Directed
ARHGAP23	FAM102A	Bayes	Directed
C1orf128	HSG00291447	Bayes	Directed
TFAP2C	HPSE	Bayes	Directed
TFAP2C	401191	Bayes	Directed
TFAP2C	ACOT6	Bayes	Directed
MPZL2	BMP6	Bayes	Directed
MPZL2	EGFLAM	Bayes	Directed
MPZL2	Contig375_RC	Bayes	Directed
MPZL2	CDK2	Bayes	Directed
MPZL2	AK055564	Bayes	Directed
MPZL2	C7	Bayes	Directed
MPZL2	ADH1B	Bayes	Directed
MPZL2	SGMS2	Bayes	Directed
MPZL2	ADH1A	Bayes	Directed
FPGT	KBTBD3	Bayes	Directed
MAMLD1	C2orf27	Bayes	Directed
LY96	ITGA1	Bayes	Directed
SERTAD4	SERTAD4	Bayes	Directed
SERTAD4	Contig45889_RC	Bayes	Directed
TFRC	ZNF528	Bayes	Directed
MOCS3	XM_174444	Bayes	Directed
168455	ERN1	Bayes	Directed
MT1JP	MT1P3	Bayes	Directed
MT1JP	MT1M	Bayes	Directed
ANXA2	F13A1	Bayes	Directed
ANXA2	S100A10	Bayes	Directed
ANXA2	SLC26A2	Bayes	Directed
ANXA2	PAWR	Bayes	Directed
ANXA2	ANXA1	Bayes	Directed
ANXA2	ERN1	Bayes	Directed
GNG5	CAMTA1	Bayes	Directed
GNG5	MRVI1	Bayes	Directed
UNC5B	VEZF1	Bayes	Directed
UNC5B	PIK3C2B	Bayes	Directed
NQO1	SLC25A43	Bayes	Directed
NQO1	PPAPDC1B	Bayes	Directed
RPS26P10	hCT1640022.1	Bayes	Directed
RPS26P10	hCT32692.2	Bayes	Directed
RPS26P10	646753	Bayes	Directed
SLC11A2	SCARB1	Bayes	Directed
SLC11A2	HSS00217042	Bayes	Directed
SLC11A2	Contig40149_RC	Bayes	Directed
SLC11A2	AL137318	Bayes	Directed
SLC11A2	BC033971	Bayes	Directed
SLC11A2	SMAD9	Bayes	Directed
AF050199	400673	Bayes	Directed
PTTG2	hCT2308300	Bayes	Directed
PTTG2	C16orf75	Bayes	Directed
AL713630	AL832101	Bayes	Directed
AL713630	388814	Bayes	Directed
AL713630	HSS00204391	Bayes	Directed
MMD2	AK091521	Bayes	Directed
FHL2	VIT	Bayes	Directed
FHL2	TPP1	Bayes	Directed
FHL2	EID3	Bayes	Directed
SCG2	DNAJA4	Bayes	Directed
MRO	C22orf31	Bayes	Directed
MRO	HSS00146274	Bayes	Directed
KCTD1	HRH1	Bayes	Directed
KCTD1	AL359605	Bayes	Directed
CXCL14	SLC24A3	Bayes	Directed
TRIM42	DEFA11P	Bayes	Directed
PRND	NR2E3	Bayes	Directed
F11R	TACSTD1	Bayes	Directed
SLC1A2	HSG00259027	Bayes	Directed
SLC1A2	AK095282	Bayes	Directed
SLC1A2	NT5E	Bayes	Directed
SLC1A2	Contig51252	Bayes	Directed
SLC1A2	HSD17B6	Bayes	Directed
SLC1A2	C4orf18	Bayes	Directed
SLC1A2	ARSF	Bayes	Directed
SLC1A2	SLC4A4	Bayes	Directed
SLC1A2	PMS2L1	Bayes	Directed
SPOCK3	286170	Bayes	Directed
SPOCK3	EDIL3	Bayes	Directed
SPOCK3	AF085983	Bayes	Directed
AK027027	Contig12205_RC	Bayes	Directed
AK027027	Contig38761_RC	Bayes	Directed
SNCA	ANKRD5	Bayes	Directed
SNCA	hCT1642584.2	Bayes	Directed
IFI44L	OAS2	Bayes	Directed
IFI44L	IFIT3	Bayes	Directed
AK025126	AL833425	Bayes	Directed
FABP5	FABP5L1	Bayes	Directed
ANKRD56	OPN3	Bayes	Directed
BCAS1	C7orf41	Bayes	Directed
DDR1	CSRP1	Bayes	Directed
DDR1	KIAA0494	Bayes	Directed
DDR1	PIR	Bayes	Directed
ZBBX	440896	Bayes	Directed
HIST1H2AE	HSS00016386	Bayes	Directed
HIST1H2AE	HIST1H3D	Bayes	Directed
HIST1H2AE	HIST1H2BG	Bayes	Directed
647121	NPLOC4	Bayes	Directed
647121	SMCR8	Bayes	Directed
LPAR3	LPAR3	Bayes	Directed
FAM19A2	AK000957	Bayes	Directed
FAM19A2	CBLN4	Bayes	Directed
ALDH1A2	KCNK2	Bayes	Directed
CAP2	10777	Bayes	Directed
CAP2	FABP3	Bayes	Directed
CAP2	GABRA1	Bayes	Directed
SNCB	SLC17A7	Bayes	Directed
SNCB	ENST00000278232	Bayes	Directed
SNCB	tcag7.1228	Bayes	Directed
C13orf34	CDCA8	Bayes	Directed
DNAJB1	HSS00299206	Bayes	Directed
DNAJB1	SERPINH1	Bayes	Directed
CSPG4	TIMP4	Bayes	Directed
727764	hCT1838320.1	Bayes	Directed
CTSS	ARHGAP15	Bayes	Directed
AMAC1	Contig29822_RC	Bayes	Directed
AMAC1	AK022482	Bayes	Directed
SDC2	CLDN10	Bayes	Directed
SDC2	ZIC2	Bayes	Directed
SDC2	MID1	Bayes	Directed
SDC2	NOTCH2	Bayes	Directed
SDC2	SLC7A11	Bayes	Directed
KIAA2022	HSG00515867	Bayes	Directed
FGF14	hCT1813836.1	Bayes	Directed
FGF14	283535	Bayes	Directed
FGF14	HTR5A	Bayes	Directed
FGF14	PPM1E	Bayes	Directed
FGF14	Contig15728_RC	Bayes	Directed
FGF14	GAS7	Bayes	Directed
FGF14	AKT3	Bayes	Directed
FGF14	CDC42SE2	Bayes	Directed
FGF14	GHITM	Bayes	Directed
FGF14	DIRAS2	Bayes	Directed
Contig43380_RC	HSS00257342	Bayes	Directed
Contig43380_RC	PSME4	Bayes	Directed
HSG00245902	TBC1D29	Bayes	Directed
HSG00245902	ZNF578	Bayes	Directed
HSG00245902	XM_212459	Bayes	Directed
SIX5	PPIC	Bayes	Directed
SIX5	HSS00262491	Bayes	Directed
SIX5	TCF7L1	Bayes	Directed
118425	Contig35241_RC	Bayes	Directed
118425	651868	Bayes	Directed
118425	HSS00097275	Bayes	Directed
118425	HSS00134122	Bayes	Directed
KCNQ1OT1	PSMG4	Bayes	Directed
KCNQ1OT1	BC033548	Bayes	Directed
KCNQ1OT1	400931	Bayes	Directed
KCNQ1OT1	Contig41578_RC	Bayes	Directed
EXO1	BUB1B	Bayes	Directed
EXO1	CDCA7	Bayes	Directed
GPR37	PRR18	Bayes	Directed
GPR37	MAG	Bayes	Directed
GPR37	MOBKL2B	Bayes	Directed
GPR37	HSPA2	Bayes	Directed
RAB25	C9orf73	Bayes	Directed
SPAG9	AF086529	Bayes	Directed
SPAG9	hCT1640064.3	Bayes	Directed
Contig27741_RC	ACSS3	Bayes	Directed
Contig27741_RC	GEM	Bayes	Directed
BUB1	DTL	Bayes	Directed
BUB1	CDCA3	Bayes	Directed
ITGAV	AK3	Bayes	Directed
ITGAV	PDE4DIP	Bayes	Directed
ITGAV	SCP2	Bayes	Directed
ITGAV	PCAF	Bayes	Directed
MDK	ECHDC3	Bayes	Directed
PAK1	DYNC1I1	Bayes	Directed
PAK1	SVOP	Bayes	Directed
PAK1	158402	Bayes	Directed
PAK1	AL109781	Bayes	Directed
PAK1	ME3	Bayes	Directed
PAK1	RTP1	Bayes	Directed
PAK1	KIAA1467	Bayes	Directed
PAK1	KLC1	Bayes	Directed
PAK1	ATP8A2	Bayes	Directed
PAK1	AHNAK2	Bayes	Directed
PAK1	DLG3	Bayes	Directed
PAK1	STYK1	Bayes	Directed
PAK1	ADCYAP1	Bayes	Directed
PAK1	DDN	Bayes	Directed
HSS00271399	SDHALP2	Bayes	Directed
HSS00271399	PSORS1C1	Bayes	Directed
SEMA3E	HS3ST4	Bayes	Directed
SEMA3E	TNIP3	Bayes	Directed
SEMA3E	TLE4	Bayes	Directed
SEMA3E	NPFFR2	Bayes	Directed
SYNCRIP	PIGW	Bayes	Directed
SYNCRIP	CTHRC1	Bayes	Directed
PPAP2C	VEZF1	Bayes	Directed
PPAP2C	TBC1D2	Bayes	Directed
PPAP2C	BOK	Bayes	Directed
PPAP2C	MYO1E	Bayes	Directed
SLC39A14	TPST1	Bayes	Directed
SLC39A14	TIFA	Bayes	Directed
SOHLH1	AK094447	Bayes	Directed
SOHLH1	VIPR1	Bayes	Directed
SOHLH1	AK055164	Bayes	Directed
SOHLH1	NUDT21	Bayes	Directed
EMCN	TM4SF18	Bayes	Directed
EMCN	ABCG2	Bayes	Directed
EMCN	MYCT1	Bayes	Directed
EMCN	ABCB1	Bayes	Directed
CSPG5	ST14	Bayes	Directed
TNIP2	CASP6	Bayes	Directed
TNIP2	OSMR	Bayes	Directed
TNIP2	400566	Bayes	Directed
TNIP2	C10orf4	Bayes	Directed
RAP2A	ZDHHC21	Bayes	Directed
RAP2A	NAT12	Bayes	Directed
DAB2	CTGF	Bayes	Directed
PEX6	GNMT	Bayes	Directed
ADIPOR2	CPM	Bayes	Directed
ADIPOR2	LRRC1	Bayes	Directed
ACTA2	MCAM	Bayes	Directed
ACTA2	KCNMB1	Bayes	Directed
LRIG1	AGT	Bayes	Directed
LRIG1	387758	Bayes	Directed
KLRC1	KLRC2	Bayes	Directed
RPS26	hCT23517.2	Bayes	Directed
RPS26	hCT1783331.1	Bayes	Directed
RPS26	hCT32310.2	Bayes	Directed
S1PR5	GPIHBP1	Bayes	Directed
S1PR5	C18orf1	Bayes	Directed
S1PR5	RASSF2	Bayes	Directed
S1PR5	401022	Bayes	Directed
S1PR5	TMEM98	Bayes	Directed
ENST00000267539	729505	Bayes	Directed
RPS6KA1	AK025325	Bayes	Directed
Contig19324_RC	AK094345	Bayes	Directed
Contig19324_RC	MKRN3	Bayes	Directed
COPZ2	SRPX2	Bayes	Directed
CETN3	L08437	Bayes	Directed
PDE8A	SESTD1	Bayes	Directed
FER1L3	ALX3	Bayes	Directed
FER1L3	GYPC	Bayes	Directed
FER1L3	CNN2	Bayes	Directed
FMN2	hCT1970795.1	Bayes	Directed
AKAP11	Contig40252_RC	Bayes	Directed
AKAP11	FZD3	Bayes	Directed
AKAP11	HSS00009111	Bayes	Directed
AKAP11	RXFP1	Bayes	Directed
ARID3B	PMAIP1	Bayes	Directed
CTXN3	GRB14	Bayes	Directed
VWC2	KCNS3	Bayes	Directed
VWC2	SCG2	Bayes	Directed
VWC2	338651	Bayes	Directed
VWC2	UBASH3B	Bayes	Directed
VWC2	SLC10A4	Bayes	Directed
VWC2	NRIP3	Bayes	Directed
VWC2	CRH	Bayes	Directed
VWC2	AK022635	Bayes	Directed
ARL9	DGCR10	Bayes	Directed
SERPINA2	474358	Bayes	Directed
SERPINA2	HSG00392789	Bayes	Directed
SERPINA2	AA079026	Bayes	Directed
REEP1	GABBR2	Bayes	Directed
REEP1	157503	Bayes	Directed
285281	CACNA1C	Bayes	Directed
285281	RSE_00000840432	Bayes	Directed
285281	POU2AF1	Bayes	Directed
GYPC	HIST2H2AC	Bayes	Directed
GYPC	PSCDBP	Bayes	Directed
GYPC	FAM46C	Bayes	Directed
EEF1E1	HSS00078420	Bayes	Directed
EEF1E1	C12orf5	Bayes	Directed
EEF1E1	FST	Bayes	Directed
Contig17333_RC	C14orf106	Bayes	Directed
Contig30833_RC	Contig10437_RC	Bayes	Directed
HSG00503310	FAM71F1	Bayes	Directed
HSG00503310	TRPM7	Bayes	Directed
HSG00503310	Contig29016_RC	Bayes	Directed
MPO	THNSL2	Bayes	Directed
CYP2J2	C21orf9	Bayes	Directed
CYP2J2	C13orf15	Bayes	Directed
CYP2J2	ZHX2	Bayes	Directed
CARD10	HSPA12B	Bayes	Directed
SEMA4D	RASAL1	Bayes	Directed
HSS00102299	SHOX2	Bayes	Directed
HSS00102299	HSG00502234	Bayes	Directed
HSS00102299	MYBL2	Bayes	Directed
HSS00102299	AFP	Bayes	Directed
MTMR4	RSAD2	Bayes	Directed
MTMR4	PITPNB	Bayes	Directed
MTMR4	ALDH1B1	Bayes	Directed
GPR124	MARVELD1	Bayes	Directed
LAMA1	SLC4A11	Bayes	Directed
LAMA1	AF147316	Bayes	Directed
SMN2	HSG00503885	Bayes	Directed
AK021630	AK022155	Bayes	Directed
AK021630	hCT2325699	Bayes	Directed
ISLR2	HOOK2	Bayes	Directed
ISLR2	SFMBT2	Bayes	Directed
SSTR1	FAM150A	Bayes	Directed
440731	ANGPT2	Bayes	Directed
440731	MNT	Bayes	Directed
HBA1	HSS0367367.2_rc	Bayes	Directed
HBA1	HBB	Bayes	Directed
HBA1	GPR144	Bayes	Directed
GPM6B	GATM	Bayes	Directed
GPM6B	Contig26616_RC	Bayes	Directed
GPM6B	2-Sep	Bayes	Directed
GPM6B	MYO6	Bayes	Directed
GPM6B	BC013940	Bayes	Directed
GPM6B	hCT1970493.1	Bayes	Directed
GPM6B	INTU	Bayes	Directed
GPM6B	ADD3	Bayes	Directed
DSP	AOX1	Bayes	Directed
DSP	CRABP1	Bayes	Directed
DSP	CRABP2	Bayes	Directed
DSP	SLC6A20	Bayes	Directed
DSP	PRDM6	Bayes	Directed
154092	HSS00020920	Bayes	Directed
FOXC1	KANK2	Bayes	Directed
PSD2	FAM59B	Bayes	Directed
PSD2	PYGM	Bayes	Directed
PSD2	LFNG	Bayes	Directed
PSD2	440556	Bayes	Directed
hCT1805937.2	ENST00000298543	Bayes	Directed
GPRASP1	150538	Bayes	Directed
GPRASP1	NAP1L5	Bayes	Directed
NM_021039	SERPINE1	Bayes	Directed
EBI3	CHST11	Bayes	Directed
EBI3	RBM47	Bayes	Directed
EBI3	GPR132	Bayes	Directed
440338	NUP50	Bayes	Directed
GNAT2	AMPD2	Bayes	Directed
TLE4	ZDHHC20	Bayes	Directed
TLE4	TTLL7	Bayes	Directed
TLE4	PLAC9	Bayes	Directed
TLE4	BC038570	Bayes	Directed
TLE4	Contig45469_RC	Bayes	Directed
KRT17	NXPH4	Bayes	Directed
KRT17	FEZF2	Bayes	Directed
GPR158	SERPINI1	Bayes	Directed
GPR158	PGK1	Bayes	Directed
GPR158	NM_025117	Bayes	Directed
GPR158	SUCLA2	Bayes	Directed
HSS00185615	HSS00014156	Bayes	Directed
TMEM111	hCT1646998.3	Bayes	Directed
TMEM111	TMEM17	Bayes	Directed
C1QB	HAMP	Bayes	Directed
DRD4	BC007626	Bayes	Directed
DRD4	HSS00001365	Bayes	Directed
DRD4	MSH4	Bayes	Directed
RBP7	MCAM	Bayes	Directed
NPM1	CCT6A	Bayes	Directed
NPM1	ENST00000295906	Bayes	Directed
NPM1	HSG00518776	Bayes	Directed
NPM1	ENST00000295072	Bayes	Directed
MARCKS	AF131770	Bayes	Directed
MARCKS	XM_209765	Bayes	Directed
MARCKS	BC039439	Bayes	Directed
Contig54540_RC	TNPO1	Bayes	Directed
KIAA0859	ANKRD9	Bayes	Directed
KIAA0859	157562	Bayes	Directed
KIAA0859	RBM3	Bayes	Directed
HIST1H3D	SRPX2	Bayes	Directed
HIST1H3D	LILRA5	Bayes	Directed
HIST1H3D	151438	Bayes	Directed
440321	HSS00371905	Bayes	Directed
Contig8872_RC	LPAR4	Bayes	Directed
PRKAG2	IGFBP1	Bayes	Directed
HMGB2	RSE_00000753518	Bayes	Directed
AOX1	493869	Bayes	Directed
NRXN1	CHL1	Bayes	Directed
NRXN1	Contig51808_RC	Bayes	Directed
NRXN1	ZFPM2	Bayes	Directed
NRXN1	Contig40516_RC	Bayes	Directed
NRXN1	LNX1	Bayes	Directed
NRXN1	KCND2	Bayes	Directed
IL2RB	GZMB	Bayes	Directed
FAM73A	C9orf41	Bayes	Directed
FAM73A	hCT1848186.2	Bayes	Directed
TTC32	CAMKK2	Bayes	Directed
TTC32	SVEP1	Bayes	Directed
TTC32	NHEDC2	Bayes	Directed
TTC32	METT5D1	Bayes	Directed
TTC32	AL110130	Bayes	Directed
TTC32	N4BP2L2	Bayes	Directed
ERBB2	MDK	Bayes	Directed
LBH	TMEM158	Bayes	Directed
LBH	283588	Bayes	Directed
LBH	BC023258	Bayes	Directed
LBH	SOX4	Bayes	Directed
ANGPT2	ANGPT2	Bayes	Directed
CAMK4	PTH2R	Bayes	Directed
TRGV9	445347	Bayes	Directed
TRGV9	TRGC2	Bayes	Directed
AF085866	92482	Bayes	Directed
AF085866	AK024528	Bayes	Directed
AF085866	Contig37142_RC	Bayes	Directed
AF085866	MDGA1	Bayes	Directed
VEGFA	Contig63649_RC	Bayes	Directed
TCIRG1	C2	Bayes	Directed
AK054906	AF147422	Bayes	Directed
AK054906	DTD1	Bayes	Directed
DHFRL1	C17orf67	Bayes	Directed
DHFRL1	HSS00181268	Bayes	Directed
AK022082	AK054759	Bayes	Directed
AK022082	HSG00314551	Bayes	Directed
AK022082	AL359582	Bayes	Directed
AK022082	Contig34732_RC	Bayes	Directed
AK022082	SORBS1	Bayes	Directed
SH3TC2	FAM38B	Bayes	Directed
SH3TC2	GALNT5	Bayes	Directed
SH3TC2	SLC5A11	Bayes	Directed
SH3TC2	HSS00136257	Bayes	Directed
SH3TC2	HSG00424689	Bayes	Directed
SH3TC2	VRK2	Bayes	Directed
RAD54L	RRM2	Bayes	Directed
RAD54L	AL833413	Bayes	Directed
Contig15728_RC	MOCS3	Bayes	Directed
DHRS12	729983	Bayes	Directed
AL049327	NFAT5	Bayes	Directed
AL049327	AF085997	Bayes	Directed
CXCL9	Y11324	Bayes	Directed
HAT1	ATPBD4	Bayes	Directed
HAT1	BAIAP3	Bayes	Directed
HAT1	RPS6KA5	Bayes	Directed
HAT1	LSM8	Bayes	Directed
HAT1	RECQL	Bayes	Directed
HAT1	NUP37	Bayes	Directed
HAT1	CRISPLD1	Bayes	Directed
INTU	BC037827	Bayes	Directed
